Text,link,AnalyzedTextWithoutHttp,hashtag,AnalyzedTextWithoutHttpHashtag,user_mentioned,AnalyzedTextWithoutHttpHashtagUserName,AnalyzedTextWithoutHttpHashtagUserNameNonAlpha,AnalyzedText,positive,negative,neutral,compound,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
"“It was very difficult growing up in Venezuela because everybody said that football wasn't for girls. They were saying I was a tomboy. I love football so much that they couldn't stop me.” @deynacastellanos
",,“It was very difficult growing up in Venezuela because everybody said that football wasn't for girls. They were saying I was a tomboy. I love football so much that they couldn't stop me.” @deynacastellanos,,“It was very difficult growing up in Venezuela because everybody said that football wasn't for girls. They were saying I was a tomboy. I love football so much that they couldn't stop me.” @deynacastellanos,@deynacastellanos,“It was very difficult growing up in Venezuela because everybody said that football wasn't for girls. They were saying I was a tomboy. I love football so much that they couldn't stop me.”,was very difficult growing up in Venezuela because everybody said that football for They were saying I was a I love football so much that they stop,difficult growing Venezuela everybody said football saying love football much stop,0.335,0.267,0.398,0.296,1011,0,0.3706,"find, way, want, mean, team, game, dream, watch, break, think","['difficult', 'grow', 'say', 'football', 'say', 'love', 'football', 'much', 'stop']"
"“Everyone thought it was a bad idea.” —Frank Rudy
",,“Everyone thought it was a bad idea.” —Frank Rudy,,“Everyone thought it was a bad idea.” —Frank Rudy,,“Everyone thought it was a bad idea.” —Frank Rudy,thought it was a bad Rudy,thought bad Rudy,0.0,0.636,0.364,-0.5423,1012,0,0.4028,"find, way, want, mean, team, game, dream, watch, break, think","['think', 'bad', 'rudy']"
"Flying under the radar. #counts
",,Flying under the radar. #counts,#counts,Flying under the radar.,,Flying under the radar.,Flying under the,Flying,0.0,0.0,1.0,0.0,1013,4,0.377,"good, feel, thing, look, athlete, new, nike, go, second, football",['fly']
"The next generation of Aussie athletes are defining victory on their own terms - playing free and celebrating fearlessly. Because they know that victory isn’t only found in the final. It’s found in the little moments that feel monumental. ️ 
",,The next generation of Aussie athletes are defining victory on their own terms - playing free and celebrating fearlessly. Because they know that victory isn’t only found in the final. It’s found in the little moments that feel monumental. ️,,The next generation of Aussie athletes are defining victory on their own terms - playing free and celebrating fearlessly. Because they know that victory isn’t only found in the final. It’s found in the little moments that feel monumental. ️,,The next generation of Aussie athletes are defining victory on their own terms - playing free and celebrating fearlessly. Because they know that victory isn’t only found in the final. It’s found in the little moments that feel monumental. ️,The next generation of Aussie athletes are defining victory on their own terms playing free and celebrating Because they know that victory only found in the found in the little moments that feel,next generation Aussie athletes defining victory terms playing free celebrating know victory found found little moments feel,0.386,0.0,0.614,0.8316,1014,2,0.4766,"get, time, know, play, see, day, big, share, future, street","['next', 'generation', 'aussie', 'athlete', 'define', 'victory', 'term', 'play', 'free', 'celebrating', 'know', 'victory', 'find', 'find', 'little', 'moment', 'feel']"
"Lace up now. Wake up later.
",,Lace up now. Wake up later.,,Lace up now. Wake up later.,,Lace up now. Wake up later.,Lace up Wake up,Lace Wake,0.0,0.0,1.0,0.0,1015,0,0.3612,"find, way, want, mean, team, game, dream, watch, break, think",['wake']
"Determination determines everything. #justdoit
",,Determination determines everything. #justdoit,#justdoit,Determination determines everything.,,Determination determines everything.,Determination determines,Determination determines,0.73,0.0,0.27,0.4019,1016,1,0.3372,"take, run, first, step, come, stop, start, push, next, year","['determination', 'determine']"
"@nikesnowboarding team riders @dannykass, @gigiruef, @yomanueldiaz and Nicolas Müller step off the helicopter and into Chile's Valle Nevado backcountry. #getlacedup (2/3)
",,"@nikesnowboarding team riders @dannykass, @gigiruef, @yomanueldiaz and Nicolas Müller step off the helicopter and into Chile's Valle Nevado backcountry. #getlacedup (2/3)",#getlacedup,"@nikesnowboarding team riders @dannykass, @gigiruef, @yomanueldiaz and Nicolas Müller step off the helicopter and into Chile's Valle Nevado backcountry. (2/3)","@nikesnowboarding @dannykass, @gigiruef, @yomanueldiaz",team riders and Nicolas Müller step off the helicopter and into Chile's Valle Nevado backcountry. (2/3),team riders and Nicolas Müller step off the helicopter and into Valle Nevado,team riders Nicolas Müller step helicopter Valle Nevado,0.0,0.0,1.0,0.0,1017,0,0.4858,"find, way, want, mean, team, game, dream, watch, break, think","['team', 'rider', 'step', 'helicopter']"
"“I am at peace with myself knowing that I am more than an athlete.” 
",,“I am at peace with myself knowing that I am more than an athlete.”,,“I am at peace with myself knowing that I am more than an athlete.”,,“I am at peace with myself knowing that I am more than an athlete.”,am at peace with myself knowing that I am more than an,peace knowing,0.778,0.0,0.222,0.5423,1018,1,0.5273,"take, run, first, step, come, stop, start, push, next, year","['peace', 'knowing']"
"Happy trails. #justdoit
",,Happy trails. #justdoit,#justdoit,Happy trails.,,Happy trails.,Happy,Happy,1.0,0.0,0.0,0.5719,1019,4,0.3765,"good, feel, thing, look, athlete, new, nike, go, second, football",['happy']
"First day. First run. Where do you want go? How will you get there? Who will you #makeitcount with in 2013?
",,First day. First run. Where do you want go? How will you get there? Who will you #makeitcount with in 2013?,#makeitcount,First day. First run. Where do you want go? How will you get there? Who will you with in 2013?,,First day. First run. Where do you want go? How will you get there? Who will you with in 2013?,First First Where do you want How will you get Who will you with in,First First want get,0.302,0.0,0.698,0.0772,1020,1,0.3826,"take, run, first, step, come, stop, start, push, next, year","['first', 'first', 'want', 'get']"
"The reflective Air Max+ 2013 Limited Edition. Run like the wind. Shine like the moon. All night long.
",,The reflective Air Max+ 2013 Limited Edition. Run like the wind. Shine like the moon. All night long.,,The reflective Air Max+ 2013 Limited Edition. Run like the wind. Shine like the moon. All night long.,,The reflective Air Max+ 2013 Limited Edition. Run like the wind. Shine like the moon. All night long.,The reflective Air Limited Run like the Shine like the All night,reflective Air Limited Run like Shine like night,0.42,0.16,0.42,0.4767,1021,4,0.2809,"good, feel, thing, look, athlete, new, nike, go, second, football","['reflective', 'air', 'limit', 'run', 'shine', 'night']"
"“I would be wasting my life if I wasn’t using my platform to change the negative perceptions around disability.”
",,“I would be wasting my life if I wasn’t using my platform to change the negative perceptions around disability.”,,“I would be wasting my life if I wasn’t using my platform to change the negative perceptions around disability.”,,“I would be wasting my life if I wasn’t using my platform to change the negative perceptions around disability.”,would be wasting my life if I using my platform to change the negative perceptions around,would wasting life using platform change negative perceptions around,0.0,0.478,0.522,-0.7506,1022,4,0.3351,"good, feel, thing, look, athlete, new, nike, go, second, football","['waste', 'life', 'use', 'platform', 'change', 'negative', 'perception']"
"What cold weather? Nothing stops Bears fans from earning #NikeFuel. #fuelcheck #nike #donthibernate
",,What cold weather? Nothing stops Bears fans from earning #NikeFuel. #fuelcheck #nike #donthibernate,#NikeFuel. #fuelcheck #nike #donthibernate,What cold weather? Nothing stops Bears fans from earning,,What cold weather? Nothing stops Bears fans from earning,What cold Nothing stops Bears fans from earning,cold Nothing stops Bears fans earning,0.224,0.0,0.776,0.1139,1023,1,0.3363,"take, run, first, step, come, stop, start, push, next, year","['cold', 'stop', 'bear', 'fan', 'earn']"
"Today's resolution: take the stairs. #justdoit
",,Today's resolution: take the stairs. #justdoit,#justdoit,Today's resolution: take the stairs.,,Today's resolution: take the stairs.,take the,take,0.0,0.0,1.0,0.0,1024,1,0.4173,"take, run, first, step, come, stop, start, push, next, year",['take']
"@NikeFootball's #TheChance World Tour started this week at Nike HQ. Out of 150,000 athletes, sixteen finalists earned this six-week opportunity, this chance of a lifetime. Only one will earn the right to join the Nike Academy in England. Time to lace up. Winning starts here.
",,"@NikeFootball's #TheChance World Tour started this week at Nike HQ. Out of 150,000 athletes, sixteen finalists earned this six-week opportunity, this chance of a lifetime. Only one will earn the right to join the Nike Academy in England. Time to lace up. Winning starts here.",#TheChance,"@NikeFootball's World Tour started this week at Nike HQ. Out of 150,000 athletes, sixteen finalists earned this six-week opportunity, this chance of a lifetime. Only one will earn the right to join the Nike Academy in England. Time to lace up. Winning starts here.",@NikeFootball's,"World Tour started this week at Nike HQ. Out of 150,000 athletes, sixteen finalists earned this six-week opportunity, this chance of a lifetime. Only one will earn the right to join the Nike Academy in England. Time to lace up. Winning starts here.",World Tour started this week at Nike Out of sixteen finalists earned this this chance of a Only one will earn the right to join the Nike Academy in Time to lace Winning starts,World Tour started week Nike sixteen finalists earned chance one earn right join Nike Academy Time lace Winning starts,0.322,0.0,0.678,0.765,1025,1,0.4512,"take, run, first, step, come, stop, start, push, next, year","['world', 'tour', 'start', 'week', 'finalist', 'earn', 'chance', 'earn', 'right', 'join', 'time', 'lace', 'win', 'start']"
"“It’s completely not a shoe. It’s an art object. It doesn’t even need to be on someone’s feet. It distills everything I’m saying into an object. The ‘Air Force 1’ is a basketball shoe, but through hip-hop culture it’s a cultural signifier. It means a lot to very specific people.” - Virgil Abloh @arch___itecture
",,"“It’s completely not a shoe. It’s an art object. It doesn’t even need to be on someone’s feet. It distills everything I’m saying into an object. The ‘Air Force 1’ is a basketball shoe, but through hip-hop culture it’s a cultural signifier. It means a lot to very specific people.” - Virgil Abloh @arch___itecture",,"“It’s completely not a shoe. It’s an art object. It doesn’t even need to be on someone’s feet. It distills everything I’m saying into an object. The ‘Air Force 1’ is a basketball shoe, but through hip-hop culture it’s a cultural signifier. It means a lot to very specific people.” - Virgil Abloh @arch___itecture",@arch___itecture,"“It’s completely not a shoe. It’s an art object. It doesn’t even need to be on someone’s feet. It distills everything I’m saying into an object. The ‘Air Force 1’ is a basketball shoe, but through hip-hop culture it’s a cultural signifier. It means a lot to very specific people.” - Virgil Abloh",completely not a an art It even need to be on It distills everything saying into an The Force is a basketball but through culture a cultural It means a lot to very specific Virgil Abloh,completely art even need distills everything saying Force basketball culture cultural means lot specific Virgil Abloh,0.0,0.0,1.0,0.0,1026,0,0.6315,"find, way, want, mean, team, game, dream, watch, break, think","['completely', 'art', 'even', 'need', 'distill', 'say', 'force', 'basketball', 'culture', 'cultural', 'mean', 'lot', 'specific', 'virgil', 'abloh']"
